edge_id,actual_entered_count,actual_left_count,actual_screenline_count,sampled_seconds
237470575#4,17.0,17.0,17.0,13.98
237470575#5,6.0,6.0,6.0,53.1
238535895#0,0.0,0.0,0.0,0.0
238535896#2,0.0,0.0,0.0,0.0
238536650#0,0.0,0.0,0.0,0.0
238536650#1,0.0,0.0,0.0,0.0
238536650#2,0.0,0.0,0.0,0.0
239357573#19,0.0,8.0,8.0,96.6
239357573#20,21.0,26.0,26.0,1943.92
243542153#1,6.0,5.0,6.0,32.15
243542153#4,4.0,4.0,4.0,14.48
243542153#6,4.0,2.0,4.0,9.35
243542154#0,2.0,2.0,2.0,13.39
243542154#1,2.0,0.0,2.0,4.28
243542154#2,5.0,5.0,5.0,17.83
243542154#3,2.0,2.0,2.0,2.25
243542154#4,5.0,5.0,5.0,7.57
243542154#6,4.0,5.0,5.0,38.03
243542154#8,2.0,2.0,2.0,3.94
243542154#9,1.0,0.0,1.0,5.46
243542155#0,8.0,7.0,8.0,41.61
243542155#1,7.0,7.0,7.0,42.88
243542156#1,0.0,1.0,1.0,10.99
243542157,1.0,5.0,5.0,45.0
244214816#0,80.0,0.0,80.0,145.49
244215399,0.0,0.0,0.0,0.0
244215552#0,2.0,2.0,2.0,7.58
244215552#1,16.0,16.0,16.0,16370.91
244217578#0,5.0,8.0,8.0,60.14
244217578#1,8.0,8.0,8.0,79.91
244217578#2,18.0,19.0,19.0,509.0
244221644#0,13.0,11.0,13.0,114.35
244221644#1,11.0,11.0,11.0,221.56
244221645,8.0,8.0,8.0,48.61
244221646#0,10.0,7.0,10.0,76.39
244221646#2,2.0,2.0,2.0,5.1
244221646#3,2.0,0.0,2.0,39.52
244384770#11,0.0,97.0,97.0,24368.2
244384770#12,97.0,224.0,224.0,672582.48
244399270,70.0,70.0,70.0,249.18
268782232#0,8.0,7.0,8.0,23.06
268782232#1,7.0,5.0,7.0,24.27
268782232#2,4.0,2.0,4.0,14.89
268782233#0,2.0,4.0,4.0,20.61
268782233#2,13.0,6.0,13.0,31.32
268782233#3,8.0,8.0,8.0,17.64
268782233#4,9.0,9.0,9.0,232.17
268782233#5,52.0,52.0,52.0,1375.85
268782234#0,2.0,4.0,4.0,24.15
268782234#1,2.0,2.0,2.0,14.95
268782329#0,0.0,0.0,0.0,0.0
268782329#1,9.0,9.0,9.0,46.76
268782331,0.0,15.0,15.0,75.97
268782333#0,0.0,0.0,0.0,0.0
268782333#1,0.0,0.0,0.0,0.0
268782334#0,2.0,1.0,2.0,7.48
268782334#1,1.0,2.0,2.0,9.36
268783056#0,18.0,17.0,18.0,19.46
270279684#0,0.0,0.0,0.0,0.0
270279684#1,4.0,4.0,4.0,708.1
270279686#0,1.0,1.0,1.0,5.17
270279686#1,1.0,0.0,1.0,2.08
272228143#0,27.0,26.0,27.0,198.14
272228143#1,31.0,29.0,31.0,81.08
272228143#2,28.0,29.0,29.0,16323.46
272228144#0,4.0,4.0,4.0,15.98
272228144#1,10.0,9.0,10.0,59.48
272228144#2,10.0,10.0,10.0,38.4
272228144#3,8.0,7.0,8.0,35.95
272228338,0.0,0.0,0.0,0.0
272228339#0,33.0,4.0,33.0,105.79
272228339#1,3.0,2.0,3.0,8.32
272228339#2,0.0,0.0,0.0,0.0
272228339#3,2.0,2.0,2.0,5.04
272228340,0.0,2.0,2.0,14.49
272228440#0,0.0,1.0,1.0,6.89
272228442,2.0,0.0,2.0,6.73
272228567,0.0,0.0,0.0,0.0
272228670#0,0.0,0.0,0.0,0.0
272229587#0,30.0,30.0,30.0,176.16
272229587#2,29.0,29.0,29.0,63.52
272229587#3,28.0,26.0,28.0,47.81
272229587#5,33.0,32.0,33.0,92.11
272229587#7,16.0,16.0,16.0,40.82
272229587#8,14.0,15.0,15.0,122.42
272229587#9,9.0,8.0,9.0,26.94
272229588#0,2.0,2.0,2.0,11.61
272229588#1,1.0,5.0,5.0,14.35
272229589,2.0,2.0,2.0,30.26
272231354,7.0,10.0,10.0,46.78
272231355,12.0,10.0,12.0,66.74
272231356,1.0,1.0,1.0,6.56
272231357#2,8.0,7.0,8.0,39.4
272232099#0,0.0,0.0,0.0,0.0
272232099#2,0.0,0.0,0.0,0.0
272263605#0,0.0,0.0,0.0,0.0
272263605#2,0.0,6.0,6.0,45.14
273024752,25.0,24.0,25.0,142.02
273028084#0,5.0,7.0,7.0,86.86
273028084#10,0.0,0.0,0.0,0.0
273028084#6,3.0,24.0,24.0,223.95
273028084#9,23.0,23.0,23.0,67.76
273638833#0,0.0,0.0,0.0,0.0
273638833#6,14.0,2.0,14.0,826.3
273638834#0,11.0,13.0,13.0,8.6
273638834#2,13.0,13.0,13.0,154.93
273638834#5,11.0,10.0,11.0,30.34
273638834#7,9.0,9.0,9.0,47.17
273639040#0,2.0,4.0,4.0,44.55
273639055#0,3.0,3.0,3.0,12.33
273639055#2,3.0,4.0,4.0,9.42
273639055#3,4.0,5.0,5.0,39.08
273639055#6,5.0,4.0,5.0,15.23
273639056#0,4.0,2.0,4.0,240.49
273639456,1.0,0.0,1.0,5.18
273639501#0,13.0,13.0,13.0,27.09
273639501#2,11.0,8.0,11.0,37.65
273639765#0,1.0,1.0,1.0,14.1
273639766,0.0,0.0,0.0,0.0
273640070#0,8.0,7.0,8.0,119.48
273640078#0,2.0,2.0,2.0,13.07
273640078#2,2.0,0.0,2.0,33.05
273647554#0,0.0,1.0,1.0,7.13
273647554#3,1.0,1.0,1.0,3.96
273647556#0,3.0,2.0,3.0,17.81
273647557,0.0,1.0,1.0,16.28
273647638#0,0.0,2.0,2.0,9.58
273647638#1,2.0,2.0,2.0,4.59
273648116#0,7.0,9.0,9.0,40.77
273896132#0,2.0,0.0,2.0,12.06
273896133#0,0.0,1.0,1.0,10.54
273896156#1,1.0,1.0,1.0,3.63
277257944#1,7.0,9.0,9.0,48.3
277257944#3,1.0,0.0,1.0,15.1
289213613#0,384.0,386.0,386.0,19164.59
289213613#3,386.0,388.0,388.0,17625.18
301285277#0,11.0,11.0,11.0,92.46
301285279#1,4.0,5.0,5.0,46.63
315658884#1,3.0,2.0,3.0,32.09
315658896#1,2.0,2.0,2.0,7.67
315658896#2,41.0,39.0,41.0,105.01
315658896#3,1.0,0.0,1.0,5.39
315658896#6,0.0,0.0,0.0,0.0
315658896#7,5.0,0.0,5.0,6.52
315658897#0,2.0,1.0,2.0,16.97
315658897#2,0.0,0.0,0.0,0.0
315658897#3,0.0,0.0,0.0,0.0
315658899#0,61.0,60.0,61.0,941.93
315658900#0,20.0,19.0,20.0,102.69
315658900#3,19.0,19.0,19.0,37.98
315658900#4,12.0,11.0,12.0,97.35
315658900#6,0.0,0.0,0.0,0.0
318747848#1,29.0,27.0,29.0,119.25
318747848#3,1.0,1.0,1.0,18.32
318747850#0,0.0,0.0,0.0,0.0
318747850#1,6.0,12.0,12.0,148.27
318747850#2,11.0,9.0,11.0,42.07
318747850#3,1.0,1.0,1.0,5.32
320463177#0,0.0,0.0,0.0,0.0
320463177#1,5.0,5.0,5.0,2.35
320463177#2,5.0,28.0,28.0,362.35
320463177#3,0.0,0.0,0.0,0.0
320463177#5,0.0,0.0,0.0,0.0
320463245#0,1.0,1.0,1.0,10.65
320463245#4,4.0,3.0,4.0,29.48
320463245#5,7.0,6.0,7.0,24.42
320463245#6,4.0,4.0,4.0,181.93
320463283,5.0,5.0,5.0,291.68
320473386,3.0,0.0,3.0,16.96
322977445,8.0,7.0,8.0,78.56
322977650,0.0,0.0,0.0,0.0
327035698#0,1.0,0.0,1.0,3.34
327035698#1,0.0,2.0,2.0,11.2
327035698#3,2.0,2.0,2.0,105.59
327035699#0,1.0,1.0,1.0,5.34
327035700#0,13.0,12.0,13.0,73.1
327035700#1,14.0,15.0,15.0,1128.6
327035701,4.0,4.0,4.0,514.87
327035702#1,1.0,0.0,1.0,2.37
327035702#2,0.0,2.0,2.0,22.15
327040894#1,4.0,4.0,4.0,71.58
327040896,1.0,1.0,1.0,6.3
329612996,2.0,0.0,2.0,20.68
329995227#0,0.0,3.0,3.0,18.27
329995227#1,0.0,0.0,0.0,0.0
329995227#2,1.0,0.0,1.0,4.31
329995230#0,2.0,2.0,2.0,4.23
329995230#1,2.0,3.0,3.0,9.55
329995230#2,2.0,2.0,2.0,18.76
329995231#0,5.0,5.0,5.0,18.81
329995231#1,14.0,14.0,14.0,369.94
333554714#1,0.0,0.0,0.0,0.0
333554715#1,26.0,18.0,26.0,198.46
333554716,10.0,0.0,10.0,26.17
333554719,0.0,1.0,1.0,10.96
333555370,143.0,141.0,143.0,5612.14
333557072#3,166.0,165.0,166.0,18203.02
333557072#5,74.0,72.0,74.0,2326.33
333972428#1,335.0,332.0,335.0,133156.39
333972428#2,344.0,317.0,344.0,351518.18
333972428#3,383.0,205.0,383.0,759117.02
344645186,17.0,13.0,17.0,272.95
344645187,4.0,1.0,4.0,36.95
344663909#1,0.0,190.0,190.0,1574.37
344663909#3,192.0,193.0,193.0,1758.13
345046979#0,166.0,165.0,166.0,92230.83
345046979#4,164.0,162.0,164.0,74363.86
347237859#0,942.0,870.0,942.0,169469.89
347237859#1,940.0,873.0,940.0,52858.76
347237859#2,939.0,878.0,939.0,57152.98
347237859#3,925.0,845.0,925.0,194133.32
347237859#4,947.0,915.0,947.0,338515.62
348626442,7.0,9.0,9.0,128.47
348626444#0,16.0,16.0,16.0,36.9
348626444#2,17.0,17.0,17.0,108.95
348626444#3,17.0,17.0,17.0,888.03
348648513#0,0.0,0.0,0.0,0.0
348648513#2,0.0,0.0,0.0,0.0
348648522,0.0,0.0,0.0,0.0
348657481#0,7.0,7.0,7.0,52.83
348657481#3,7.0,7.0,7.0,19.55
348657481#4,6.0,7.0,7.0,54.84
348657487#0,1.0,0.0,1.0,8.12
351672095#2,3.0,4.0,4.0,54.8
351672100#3,4.0,5.0,5.0,35.7
37399598#0,2.0,1.0,2.0,5.75
37399598#2,1.0,1.0,1.0,2.77
37399598#3,1.0,0.0,1.0,1.06
37399710,71.0,0.0,71.0,4052.27
37399713#0,0.0,2.0,2.0,30.59
37399713#1,72.0,72.0,72.0,283.0
37399713#2,72.0,72.0,72.0,528.48
37399924#0,36.0,34.0,36.0,139.96
37399924#10,7.0,7.0,7.0,33.54
37399924#2,34.0,33.0,34.0,156.93
37399924#3,30.0,30.0,30.0,124.49
37399924#5,12.0,11.0,12.0,22.6
37399924#6,7.0,6.0,7.0,39.97
37399924#8,3.0,6.0,6.0,36.52
37399924#9,5.0,5.0,5.0,13.97
37400087#0,222.0,221.0,222.0,1101.04
37400087#3,221.0,0.0,221.0,4374.28
37400684#0,0.0,0.0,0.0,0.0
37400684#1,0.0,0.0,0.0,0.0
37400957,1.0,0.0,1.0,11.02
37402180#1,18.0,20.0,20.0,29.65
37402180#3,18.0,18.0,18.0,211.91
37402371,0.0,16.0,16.0,52.01
37403486#1,28.0,29.0,29.0,139.55
37403487#0,44.0,44.0,44.0,56.66
37403503#0,37.0,37.0,37.0,80.05
37403503#2,37.0,37.0,37.0,267.33
37403503#3,37.0,37.0,37.0,144.28
37403503#4,5.0,6.0,6.0,11.77
37403503#5,6.0,5.0,6.0,17.77
37403503#6,0.0,0.0,0.0,0.0
375125205#0,25.0,0.0,25.0,113.86
375125205#2,11.0,9.0,11.0,52.05
375125205#3,0.0,0.0,0.0,0.0
375125205#4,0.0,10.0,10.0,329.12
375125205#5,42.0,42.0,42.0,3115.91
375125207#0,0.0,0.0,0.0,0.0
375125207#2,1.0,1.0,1.0,6.9
375125209,20.0,29.0,29.0,346.4
378453707#0,280.0,0.0,280.0,4206.79
37928420#0,272.0,272.0,272.0,1528.09
379943276,34.0,34.0,34.0,144.39
379943301,0.0,1.0,1.0,56.67
379943747,38.0,31.0,38.0,189.12
379943751,1.0,0.0,1.0,3.83
379943753#0,58.0,58.0,58.0,286.77
379943755#1,43.0,46.0,46.0,112.58
381226320,5.0,4.0,5.0,7.33
381226321,0.0,0.0,0.0,0.0
381226322#0,0.0,0.0,0.0,0.0
381226322#3,5.0,14.0,14.0,111.0
381226322#4,1.0,1.0,1.0,6.19
381226323,1.0,0.0,1.0,3.48
381226324,1.0,0.0,1.0,8.17
381226325,2.0,3.0,3.0,16.98
381230507#0,15.0,15.0,15.0,101.59
381230507#2,4.0,4.0,4.0,27.89
381447817#0,3.0,9.0,9.0,84.12
381447817#1,15.0,15.0,15.0,3764.67
381447818,0.0,13.0,13.0,145.49
381447820,0.0,0.0,0.0,0.0
381447822,1.0,1.0,1.0,3.6
381447823#0,0.0,2.0,2.0,26.18
381447824,0.0,7.0,7.0,125.23
381447826,17.0,3.0,17.0,82.77
381447827,0.0,2.0,2.0,32.76
381447828,0.0,0.0,0.0,0.0
381447829#0,2.0,3.0,3.0,33.04
381447831#0,1.0,1.0,1.0,4.65
381447831#1,8.0,10.0,10.0,276.34
381447832,3.0,3.0,3.0,38.22
381447833#0,3.0,2.0,3.0,17.12
381447833#1,6.0,5.0,6.0,50.97
381447834#0,1.0,1.0,1.0,12.22
381447834#1,0.0,0.0,0.0,0.0
381447835#0,1.0,1.0,1.0,320.18
381447836#0,1.0,1.0,1.0,1.61
381447836#2,2.0,1.0,2.0,3.27
381447836#3,1.0,1.0,1.0,4.62
381452097#0,6.0,5.0,6.0,49.27
381452097#2,0.0,2.0,2.0,8.65
381452097#3,2.0,2.0,2.0,9.09
381452098#0,11.0,0.0,11.0,131.84
381452099,0.0,0.0,0.0,0.0
381452101#0,3.0,4.0,4.0,17.13
381452101#1,2.0,2.0,2.0,12.4
381452101#2,2.0,2.0,2.0,2.65
381452101#3,2.0,4.0,4.0,11.98
381452103#0,101.0,89.0,101.0,981.57
381452103#1,43.0,33.0,43.0,571.71
381452104#0,33.0,29.0,33.0,232.85
381452104#1,15.0,14.0,15.0,24.77
381452104#2,11.0,20.0,20.0,364.07
381452106#1,0.0,0.0,0.0,0.0
381452106#3,1.0,0.0,1.0,0.49
381452106#4,0.0,0.0,0.0,0.0
381452106#6,13.0,13.0,13.0,15613.15
381452108#0,11.0,10.0,11.0,42.74
381452108#1,2.0,1.0,2.0,17.01
381452108#2,1.0,1.0,1.0,6.55
381452108#4,1.0,2.0,2.0,2.63
381452108#5,1.0,3.0,3.0,19.02
381452110,0.0,0.0,0.0,0.0
381452111,0.0,2.0,2.0,16.75
381452112,0.0,0.0,0.0,0.0
381452116,7.0,5.0,7.0,59.21
381452117,0.0,0.0,0.0,0.0
381452120#1,12.0,8.0,12.0,35.42
381452120#2,8.0,10.0,10.0,66.02
381452120#3,3.0,2.0,3.0,17.95
381452120#5,6.0,6.0,6.0,21.8
381452120#6,6.0,5.0,6.0,246.73
381452122#0,8.0,7.0,8.0,38.09
381452125,0.0,0.0,0.0,0.0
381452128,0.0,0.0,0.0,0.0
381452129,0.0,0.0,0.0,0.0
381452130,2.0,1.0,2.0,13.89
381452132,25.0,44.0,44.0,1747.87
381452133,0.0,0.0,0.0,0.0
381452134,10.0,10.0,10.0,97.59
381452136,0.0,0.0,0.0,0.0
381452137,5.0,1.0,5.0,19.73
381452138#0,3.0,3.0,3.0,9.23
381452138#1,0.0,0.0,0.0,0.0
381452140#0,12.0,9.0,12.0,338.14
381452140#1,7.0,5.0,7.0,47.25
381452141,0.0,1.0,1.0,8.6
381452143#0,2.0,2.0,2.0,3.16
381452143#1,2.0,3.0,3.0,16.59
381452147,0.0,0.0,0.0,0.0
381452149#0,0.0,0.0,0.0,0.0
381452149#1,0.0,0.0,0.0,0.0
381452151,1.0,1.0,1.0,10.97
381452152,0.0,0.0,0.0,0.0
381452153,27.0,27.0,27.0,177.9
381452155,0.0,0.0,0.0,0.0
381452156#0,2.0,0.0,2.0,6.59
381452156#2,0.0,1.0,1.0,12.13
381452158,1.0,0.0,1.0,6.38
381452159,0.0,0.0,0.0,0.0
381452160#0,2.0,2.0,2.0,8.95
381452160#1,2.0,2.0,2.0,6.74
381452160#2,2.0,2.0,2.0,4.68
381452162,0.0,2.0,2.0,273.5
381452163#0,5.0,8.0,8.0,23.97
381452163#1,8.0,8.0,8.0,15.32
381452163#2,1.0,1.0,1.0,2.39
381452163#3,1.0,1.0,1.0,1.85
381452163#4,1.0,1.0,1.0,1.74
381452163#5,1.0,2.0,2.0,9.64
381452166#0,1.0,2.0,2.0,11.76
381452166#1,1.0,1.0,1.0,5.83
381452166#2,0.0,0.0,0.0,0.0
381452167,2.0,2.0,2.0,9.09
381452169,3.0,1.0,3.0,20.89
381452170#0,20.0,24.0,24.0,7180.65
381452170#1,36.0,41.0,41.0,6479.12
381452172,0.0,0.0,0.0,0.0
381452174#0,14.0,13.0,14.0,109.11
381452174#1,1.0,0.0,1.0,7.36
381452175#0,28.0,30.0,30.0,51.32
381452175#1,33.0,32.0,33.0,71.6
381452175#2,32.0,32.0,32.0,68.08
381452175#3,32.0,32.0,32.0,104.43
381452176#0,1.0,1.0,1.0,3.96
381452176#1,1.0,1.0,1.0,73.52
381452178#0,9.0,6.0,9.0,41.99
381452178#1,5.0,3.0,5.0,16.13
381452179#0,3.0,3.0,3.0,12.34
381452179#1,5.0,3.0,5.0,5.33
381452179#3,6.0,4.0,6.0,26.83
381452180#0,0.0,0.0,0.0,0.0
381452180#1,10.0,0.0,10.0,22.12
381452180#4,1.0,8.0,8.0,94.28
381452182#0,10.0,13.0,13.0,1672.4
381452182#1,5.0,2.0,5.0,36.03
381452186#0,2.0,1.0,2.0,5.28
381452186#1,1.0,1.0,1.0,5.41
381453320#0,13.0,13.0,13.0,43.19
381453320#1,0.0,0.0,0.0,0.0
381453320#2,30.0,28.0,30.0,76.26
381453320#3,28.0,28.0,28.0,134.76
381453321#1,0.0,0.0,0.0,0.0
381453321#2,0.0,1.0,1.0,11.41
381453321#4,0.0,0.0,0.0,0.0
381453321#5,3.0,2.0,3.0,30.15
381453322,6.0,5.0,6.0,161.47
381453323,0.0,0.0,0.0,0.0
381453324,8.0,21.0,21.0,1070.75
381453325#1,5.0,1.0,5.0,21.0
381453326#0,13.0,13.0,13.0,884.58
381453326#1,14.0,13.0,14.0,2767.24
381453326#3,13.0,32.0,32.0,6961.91
381453327,4.0,0.0,4.0,34.13
381453328#0,1.0,2.0,2.0,8.15
381453328#1,1.0,11.0,11.0,43.85
381453328#2,10.0,10.0,10.0,612.83
381453328#3,10.0,10.0,10.0,4466.48
381453329,1.0,1.0,1.0,10.39
381453331,0.0,0.0,0.0,0.0
381453798,0.0,0.0,0.0,0.0
381453800,21.0,18.0,21.0,787.82
381456417#0,2.0,2.0,2.0,2.22
381456417#1,2.0,1.0,2.0,10.16
381456417#2,0.0,0.0,0.0,0.0
381456418#1,2.0,3.0,3.0,14.8
381456418#2,3.0,2.0,3.0,3.77
381456418#3,14.0,15.0,15.0,3598.0
381456418#5,15.0,15.0,15.0,6276.63
381456419#0,7.0,6.0,7.0,10.11
381456419#1,9.0,9.0,9.0,865.38
381456420#0,12.0,11.0,12.0,33.25
381456420#1,9.0,9.0,9.0,17.27
381456420#3,9.0,8.0,9.0,16.53
381456420#5,8.0,8.0,8.0,9.89
381456420#6,9.0,8.0,9.0,35.36
381456420#7,11.0,11.0,11.0,35.18
381456422#0,3.0,4.0,4.0,30.94
381456422#3,3.0,3.0,3.0,8.93
381456422#4,2.0,2.0,2.0,1.55
381456422#6,3.0,16.0,16.0,2854.14
381456422#7,43.0,43.0,43.0,3415.81
381456424#0,0.0,0.0,0.0,0.0
381456424#1,13.0,1.0,13.0,12.37
381456424#2,3.0,3.0,3.0,4.36
381456424#3,4.0,4.0,4.0,5.9
381456424#4,5.0,5.0,5.0,12.24
381456424#6,6.0,8.0,8.0,20.27
381456424#8,7.0,9.0,9.0,1587.02
381456429,3.0,3.0,3.0,14.2
381456432,1.0,4.0,4.0,32.98
381456433,3.0,3.0,3.0,14.28
381456437,0.0,0.0,0.0,0.0
381456440#0,0.0,0.0,0.0,0.0
381456441,0.0,0.0,0.0,0.0
381456443,1.0,3.0,3.0,27.1
381456444,2.0,1.0,2.0,7.64
381456445,29.0,27.0,29.0,12035.91
381456446#0,0.0,0.0,0.0,0.0
381456446#1,2.0,2.0,2.0,11.44
381456447,2.0,1.0,2.0,9.46
381456448,0.0,0.0,0.0,0.0
381456449,0.0,0.0,0.0,0.0
381456451,5.0,4.0,5.0,40.92
381456453#0,0.0,0.0,0.0,0.0
381456453#1,1.0,3.0,3.0,11.69
381456455#0,3.0,3.0,3.0,1.53
381456455#1,4.0,2.0,4.0,11.02
381456456,1.0,0.0,1.0,4.29
381456457#0,0.0,0.0,0.0,0.0
381456457#2,0.0,0.0,0.0,0.0
381456458,1.0,0.0,1.0,4.46
381456459,0.0,0.0,0.0,0.0
381456460,0.0,0.0,0.0,0.0
381456461,43.0,42.0,43.0,34716.74
381456462#0,26.0,27.0,27.0,4770.06
381456462#1,26.0,28.0,28.0,4844.72
381456462#2,27.0,26.0,27.0,27799.67
381456463#0,15.0,15.0,15.0,26.24
381456463#1,15.0,15.0,15.0,3497.9
381456464#0,2.0,3.0,3.0,30.87
381456465,1.0,0.0,1.0,3.96
381456466#0,5.0,3.0,5.0,18.23
381456466#1,1.0,1.0,1.0,2.28
381456466#2,5.0,3.0,5.0,21.58
381456468#0,2.0,2.0,2.0,3.95
381456468#1,3.0,3.0,3.0,11.18
381456469#0,0.0,1.0,1.0,2.06
381456469#1,2.0,4.0,4.0,12.15
381456469#2,4.0,4.0,4.0,22.54
381458589#0,0.0,2.0,2.0,10.41
381458589#1,7.0,0.0,7.0,2.96
381802843#0,1.0,1.0,1.0,6.37
381802843#1,1.0,0.0,1.0,7.32
381802844#0,5.0,5.0,5.0,7.75
381802844#1,2.0,2.0,2.0,5.56
381802844#2,1.0,1.0,1.0,0.91
381802844#3,2.0,2.0,2.0,1.9
381802844#5,8.0,8.0,8.0,14.55
381802844#6,6.0,5.0,6.0,4.69
381802844#7,4.0,4.0,4.0,5.45
381802844#8,1.0,0.0,1.0,1.35
381802845#0,18.0,18.0,18.0,100.76
381802845#2,17.0,3.0,17.0,56.11
381802845#3,0.0,0.0,0.0,0.0
381802847#0,28.0,26.0,28.0,363.67
381802847#1,1.0,0.0,1.0,3.17
381802847#2,4.0,3.0,4.0,33.3
381802847#3,0.0,2.0,2.0,9.72
381802847#4,0.0,0.0,0.0,0.0
381802847#5,0.0,0.0,0.0,0.0
381802848#0,0.0,0.0,0.0,0.0
381802848#1,0.0,2.0,2.0,11.84
381802848#2,3.0,2.0,3.0,11.38
381802853,5.0,5.0,5.0,17.44
381802858,1.0,3.0,3.0,10.02
381802860#0,0.0,0.0,0.0,0.0
381802860#1,1.0,0.0,1.0,4.97
381802860#2,1.0,0.0,1.0,6.77
381802863,1.0,0.0,1.0,6.64
381802870#0,0.0,0.0,0.0,0.0
381802870#1,2.0,4.0,4.0,19.91
381802874#0,0.0,0.0,0.0,0.0
381802874#1,1.0,1.0,1.0,4.82
381802876#0,0.0,0.0,0.0,0.0
381802876#1,0.0,0.0,0.0,0.0
381802879#0,1.0,2.0,2.0,24.85
381802879#1,2.0,2.0,2.0,13.91
381802879#2,1.0,0.0,1.0,5.18
381802881#0,0.0,0.0,0.0,0.0
381802881#1,6.0,4.0,6.0,47.07
381802882,0.0,0.0,0.0,0.0
381802883#0,0.0,0.0,0.0,0.0
381802883#1,0.0,0.0,0.0,0.0
381802883#2,1.0,27.0,27.0,231.47
381802884#0,2.0,2.0,2.0,6.08
381802884#1,2.0,1.0,2.0,6.97
381802888,2.0,0.0,2.0,11.88
381807690#0,12.0,11.0,12.0,96.26
381807690#2,0.0,0.0,0.0,0.0
381807690#3,0.0,0.0,0.0,0.0
381807694#0,5.0,37.0,37.0,261.02
381807698#0,2.0,1.0,2.0,29.68
381807717#0,2.0,1.0,2.0,5.8
381807717#1,1.0,2.0,2.0,9.05
381807717#2,2.0,2.0,2.0,19.62
381807717#5,2.0,3.0,3.0,18.47
381807720#0,6.0,7.0,7.0,117.92
381807720#3,3.0,2.0,3.0,16.05
381807721#0,0.0,0.0,0.0,0.0
381807721#2,2.0,0.0,2.0,15.83
381807721#3,2.0,0.0,2.0,6.63
381809843#0,0.0,0.0,0.0,0.0
381809843#1,0.0,0.0,0.0,0.0
381809844#1,0.0,0.0,0.0,0.0
381809847,2.0,2.0,2.0,16.03
381809849#0,0.0,0.0,0.0,0.0
381809849#1,0.0,0.0,0.0,0.0
382947009,0.0,4.0,4.0,57.18
383097712#1,341.0,340.0,341.0,412609.94
383097714,763.0,769.0,769.0,52457.56
383097715,1.0,1.0,1.0,5.57
383097717,1.0,0.0,1.0,43.43
383097720,11.0,11.0,11.0,51.4
383097721,1.0,1.0,1.0,5.11
383097722#0,334.0,335.0,335.0,48266.41
383097723,41.0,41.0,41.0,239.44
383097727#0,5.0,3.0,5.0,12.19
383097728,10.0,8.0,10.0,25.84
384030395,17.0,19.0,19.0,261.16
384030398#0,21.0,20.0,21.0,245.42
384030401#1,21.0,21.0,21.0,170.46
384030401#2,21.0,22.0,22.0,194.78
386023652#0,119.0,116.0,119.0,29.9
386023652#1,117.0,117.0,117.0,1042.58
386023652#2,106.0,132.0,132.0,2076.95
394102601,28.0,28.0,28.0,49.59
395564622#0,9.0,9.0,9.0,317.45
395564622#1,2.0,3.0,3.0,10.83
395564622#2,3.0,3.0,3.0,749.73
413953595,131.0,131.0,131.0,96.09
413953596#0,145.0,143.0,145.0,329.38
413953596#1,143.0,143.0,143.0,157.14
413953596#2,163.0,162.0,163.0,921.68
413953596#3,132.0,131.0,132.0,111.9
413953597#1,111.0,109.0,111.0,11153.09
413953597#2,111.0,117.0,117.0,12007.7
420089386#0,3.0,2.0,3.0,14.24
420089386#2,2.0,2.0,2.0,9.75
420089386#3,0.0,0.0,0.0,0.0
420092887#0,0.0,1.0,1.0,11.51
420092887#1,0.0,0.0,0.0,0.0
420092888#0,0.0,1.0,1.0,9.89
420092888#1,0.0,0.0,0.0,0.0
420092889#0,1.0,1.0,1.0,4.77
420092889#2,1.0,0.0,1.0,2.05
420092889#3,1.0,0.0,1.0,3.24
420092889#4,0.0,25.0,25.0,130.9
420097204#3,0.0,0.0,0.0,0.0
420187959#1,80.0,77.0,80.0,1999.94
420187959#12,11.0,7.0,11.0,83.18
420187959#3,60.0,56.0,60.0,3716.2
420187959#4,34.0,21.0,34.0,103.57
420187959#5,21.0,22.0,22.0,33.98
420187959#6,20.0,19.0,20.0,113.85
420187959#8,17.0,14.0,17.0,29.23
420187959#9,10.0,10.0,10.0,24.94
420317538#1,0.0,1.0,1.0,14.41
420317538#2,4.0,0.0,4.0,43.16
420317540,0.0,0.0,0.0,0.0
420317541#0,19.0,26.0,26.0,1161.0
420317541#1,33.0,29.0,33.0,1505.23
420317541#2,30.0,12.0,30.0,159.5
420317543#0,1.0,0.0,1.0,3.79
420317543#1,11.0,16.0,16.0,863.11
420317544#2,0.0,5.0,5.0,140.01
420319840#0,13.0,15.0,15.0,50.37
420319840#1,15.0,4.0,15.0,8.77
420319841#0,9.0,8.0,9.0,38.19
420319841#2,6.0,7.0,7.0,20.73
420319841#3,5.0,5.0,5.0,15.0
420319841#4,5.0,5.0,5.0,8.18
420319841#5,5.0,5.0,5.0,12.45
420319841#6,2.0,2.0,2.0,5.12
420319841#7,1.0,1.0,1.0,3.72
420319841#8,1.0,1.0,1.0,5.98
420319841#9,1.0,2.0,2.0,16.55
420319844,1.0,1.0,1.0,6.58
420319845,3.0,3.0,3.0,36.77
420319846,4.0,5.0,5.0,19.05
420319848#0,12.0,12.0,12.0,20.09
420319848#1,12.0,13.0,13.0,53.22
420319848#2,12.0,13.0,13.0,32.67
420319848#3,13.0,15.0,15.0,29.78
420319848#4,12.0,12.0,12.0,21.03
420319848#5,12.0,11.0,12.0,32.24
420319848#7,0.0,0.0,0.0,0.0
420331800#0,1.0,1.0,1.0,6.79
