edge_id,actual_entered_count,actual_left_count,sampled_seconds
183272383,4.0,4.0,4.61
183272387#0,3.0,1.0,24.5
183272574#0,10.0,11.0,30.4
183272579#0,1.0,0.0,2.98
183272579#1,0.0,0.0,0.0
183272579#2,2.0,0.0,4.94
183272579#3,2.0,2.0,4.95
183272579#4,2.0,2.0,2.95
183272579#5,0.0,0.0,0.0
183272579#6,5.0,5.0,18.34
183272579#7,7.0,10.0,3837.64
183272580#0,0.0,0.0,0.0
183272584#0,2.0,2.0,346.94
183272587,533.0,533.0,10204.18
183272604,79.0,79.0,171.34
183272613#0,5.0,6.0,123.22
183272621,158.0,158.0,685.79
183272625#0,22.0,23.0,652.8
183272625#3,15.0,15.0,35.66
183272625#4,13.0,13.0,40.18
183272647,92.0,93.0,6737.6
183272654,21.0,17.0,69.91
183272713#0,40.0,46.0,20444.72
183521074#0,3.0,1.0,13.87
183521074#2,1.0,1.0,4.55
183521074#3,0.0,0.0,0.0
184083104#0,7.0,9.0,102.49
184083104#6,2.0,3.0,30.67
184083106,0.0,0.0,0.0
184083172,0.0,0.0,0.0
184083174,0.0,0.0,0.0
184083175,33.0,34.0,274.23
184083181#0,6.0,7.0,80.34
184083181#1,4.0,7.0,21.42
184083181#3,10.0,11.0,14.83
184083181#4,20.0,22.0,78.77
184083181#6,21.0,20.0,123.38
184083181#7,17.0,17.0,62.28
184083183#0,10.0,10.0,66.59
184083183#1,4.0,19.0,198.58
184083183#2,19.0,19.0,27.34
184083183#3,19.0,36.0,126.1
184083183#5,36.0,35.0,485.8
184083183#6,35.0,34.0,25904.48
184083187#0,23.0,25.0,88.43
184083187#1,30.0,31.0,184.33
184083187#2,46.0,45.0,285.34
184083187#3,149.0,147.0,2019.75
184083187#4,138.0,133.0,2788.56
184083187#5,133.0,125.0,339.08
184083191#1,30.0,30.0,61.73
184083252,207.0,210.0,14505.05
198564925#0,192.0,193.0,182.23
198564925#1,192.0,187.0,572.64
198564925#2,182.0,177.0,5115.92
198564925#4,173.0,171.0,26046.03
198564925#5,171.0,169.0,3283.43
198564926,35.0,35.0,172.2
198564928#0,35.0,36.0,8025.51
198564928#10,573.0,573.0,11317.57
198564928#11,574.0,574.0,16441.47
198564928#12,571.0,571.0,8543.32
198564928#13,567.0,566.0,2469.4
198564928#14,569.0,569.0,21534.56
198564928#15,572.0,573.0,539.69
198564928#16,569.0,569.0,16870.24
198564928#17,569.0,567.0,2753.62
198564928#18,571.0,571.0,15333.53
198564928#19,571.0,571.0,33468.51
198564928#21,570.0,570.0,23771.34
198564928#22,570.0,570.0,6896.08
198564928#23,601.0,600.0,3271.48
198564928#24,600.0,599.0,5648.35
198564928#25,582.0,580.0,531.81
198564928#26,579.0,579.0,21731.96
198564928#27,582.0,581.0,24449.76
198564928#28,577.0,577.0,15220.71
198564928#5,175.0,174.0,11298.67
198564928#6,174.0,174.0,12718.54
198564928#7,174.0,174.0,14950.69
198564928#8,174.0,174.0,7547.16
198564929#0,95.0,94.0,587.08
198564929#2,87.0,88.0,320.99
198564929#3,86.0,86.0,488.3
198564929#5,86.0,85.0,882.09
198564930,155.0,155.0,945.35
198564931,4.0,5.0,37.85
198564932,83.0,83.0,528.76
198564933,158.0,155.0,266.6
198564934#0,43.0,38.0,377.42
198564934#1,38.0,38.0,450.83
198564935#0,81.0,81.0,2009.58
198566324#0,13.0,21.0,3804.98
198691053#0,4.0,4.0,26.93
198691055#0,7.0,7.0,5.18
198691055#1,7.0,7.0,8.66
198691056#0,6.0,7.0,13.68
198691056#1,5.0,7.0,35.57
198691056#3,10.0,9.0,101.91
198691057#0,0.0,1.0,9.24
198691059,6.0,5.0,19.29
198691060,1.0,1.0,8.44
198691061#0,11.0,13.0,104.15
198691061#1,13.0,13.0,68.78
198691061#2,19.0,18.0,145.62
198691061#3,20.0,20.0,16.12
198691061#4,17.0,22.0,93.95
198691061#6,27.0,27.0,125.53
198691062#0,0.0,1.0,11.09
198691062#1,1.0,0.0,6.02
198691063#0,10.0,10.0,485.76
198691065#0,4.0,3.0,23.85
198691065#1,3.0,3.0,23.27
198691065#2,2.0,1.0,18.32
198691066,1.0,1.0,5.9
198691067#0,53.0,54.0,190.38
198691067#2,53.0,53.0,148.36
198691068,9.0,8.0,54.79
198691069#0,0.0,0.0,0.0
198691069#6,1.0,2.0,17.14
198691069#7,3.0,6.0,832.21
198691070#0,2.0,0.0,9.57
198691070#1,1.0,3.0,9.6
198691070#3,4.0,5.0,59.51
198691071#0,0.0,1.0,4.34
198691071#1,1.0,1.0,6.68
198691072#0,1.0,0.0,3.4
198691072#1,0.0,0.0,0.0
198691073#1,2.0,3.0,28.83
198691073#2,5.0,5.0,11.7
198691073#3,8.0,6.0,133.52
198691075#0,0.0,1.0,5.55
198691076#0,4.0,1.0,31.84
198691076#1,7.0,3.0,12.31
198691076#2,3.0,4.0,121.27
198691077#0,24.0,24.0,21.81
198691077#1,24.0,24.0,247.66
198691077#11,69.0,69.0,283.86
198691077#14,71.0,70.0,1572.01
198691077#15,71.0,69.0,280.72
198691077#3,27.0,27.0,78.43
198691077#4,27.0,28.0,104.99
198691077#6,31.0,32.0,183.74
198691077#7,61.0,62.0,448.28
198691077#9,68.0,70.0,214.63
198691078#0,5.0,6.0,36.75
198691078#1,11.0,10.0,23.12
198691078#2,4.0,2.0,16.61
198691078#3,2.0,2.0,26.22
198691079#0,1.0,1.0,6.42
198691079#1,8.0,8.0,38.25
198691079#2,6.0,6.0,35.78
198691079#3,0.0,0.0,0.0
198691080#0,2.0,2.0,1.38
198691080#1,1.0,1.0,1.91
198691080#2,1.0,1.0,3.35
198691081,1.0,1.0,7.18
198691082#0,10.0,7.0,51.34
198691082#3,8.0,5.0,32.66
198691082#4,6.0,14.0,107.67
198691082#5,6.0,4.0,32.85
198691082#6,4.0,4.0,30.45
198691083,4.0,3.0,23.68
198691084,5.0,5.0,22.85
198691085#0,9.0,11.0,49.25
198691085#1,9.0,9.0,51.85
198691085#2,3.0,2.0,16.25
198691085#3,2.0,2.0,8.04
198691086#0,1.0,1.0,23.18
198691086#3,6.0,3.0,47.9
198691087#0,5.0,1.0,41.23
198691088,2.0,0.0,9.92
198691090,8.0,8.0,24.26
198691091,0.0,2.0,17.49
198691092#0,6.0,6.0,28.48
198691092#1,7.0,7.0,14.5
198691092#2,3.0,2.0,18.44
198691092#3,1.0,1.0,7.13
198691092#4,5.0,5.0,21.54
198691092#5,5.0,8.0,75.89
198691093,0.0,0.0,0.0
198691704#0,29.0,31.0,336.11
198691704#2,33.0,37.0,3850.94
215843535#2,0.0,0.0,0.0
215843535#4,0.0,33.0,2457.31
218662402#0,440.0,435.0,61614.19
218684408#0,0.0,0.0,0.0
218684408#2,0.0,0.0,0.0
218684408#3,0.0,0.0,0.0
218684408#5,0.0,0.0,0.0
218684411#0,11.0,10.0,39.41
218684411#2,4.0,4.0,7.28
218684411#3,2.0,2.0,3.72
218684411#4,0.0,0.0,0.0
218769254#0,218.0,218.0,1542.5
218769254#1,218.0,218.0,7234.99
218769254#3,220.0,220.0,22898.75
218769257,1.0,2.0,8.05
218771978#1,0.0,0.0,0.0
218771978#2,15.0,12.0,136.23
218771978#3,12.0,7.0,41.53
218771978#5,7.0,5.0,28.81
218771978#6,2.0,1.0,6.55
218773868#0,475.0,456.0,16556.2
218773868#2,475.0,465.0,59462.0
218773868#3,478.0,463.0,30769.07
218773868#4,496.0,491.0,84772.86
218773868#5,507.0,483.0,69307.67
218773868#6,506.0,483.0,12425.17
218773869#1,751.0,698.0,61616.23
218773869#3,730.0,699.0,49794.55
218773869#4,725.0,696.0,76706.79
218773869#5,730.0,706.0,58389.1
218773869#6,735.0,698.0,143566.28
218773869#7,766.0,715.0,106514.95
218773869#8,766.0,710.0,55604.35
218915132#0,44.0,42.0,60.27
218915132#1,38.0,38.0,13.5
218915133#0,147.0,149.0,19385.7
218915133#2,145.0,145.0,25671.9
218915133#3,145.0,142.0,5010.28
218915135#3,177.0,178.0,854.43
218915135#4,178.0,179.0,362.83
218923153,1.0,0.0,0.6
218923160#0,155.0,156.0,2640.78
218923160#4,156.0,157.0,363.24
218923171#0,56.0,53.0,93.94
218923171#2,60.0,60.0,113.52
218923171#4,61.0,60.0,219.09
218923171#5,59.0,62.0,95.94
218923178#0,1.0,1.0,1.9
218923178#2,1.0,1.0,4.07
218923178#4,1.0,2.0,11.98
218923178#7,0.0,2.0,13.88
218923184,1.0,1.0,5.15
218923188#0,91.0,91.0,163.62
218923188#1,91.0,92.0,343.3
218923188#2,88.0,88.0,949.81
218923188#4,85.0,83.0,272.24
218924602#0,272.0,272.0,3297.69
218924602#2,275.0,275.0,7990.88
218924602#4,267.0,264.0,1834.71
218924602#6,265.0,262.0,2976.63
218924602#7,262.0,260.0,563.3
218924602#8,259.0,259.0,12993.17
218926711#0,134.0,107.0,35953.35
218926711#1,146.0,134.0,20137.47
218926711#2,184.0,152.0,64373.86
218926711#4,269.0,219.0,45129.06
218926711#6,283.0,283.0,84043.11
218960891#0,2.0,0.0,5.87
218960891#1,0.0,1.0,13.47
218960895#0,0.0,0.0,0.0
218960897,7.0,6.0,5.44
218974503#0,78.0,79.0,149.28
218974503#1,79.0,74.0,913.13
218974503#3,64.0,58.0,1365.93
218974503#5,58.0,54.0,862.15
218974504#1,99.0,98.0,124.04
218974504#2,98.0,99.0,844.89
218974504#3,93.0,94.0,614.26
218974504#4,98.0,96.0,550.22
218974504#5,92.0,93.0,347.87
219096264,157.0,158.0,401.94
219096265,23.0,20.0,70.11
219696191#0,3.0,5.0,45.88
219696192#0,489.0,491.0,32963.3
219696192#4,490.0,491.0,13464.13
219696192#5,460.0,460.0,67531.41
219696192#7,207.0,204.0,945.17
219696192#9,200.0,203.0,1289.22
219696193#0,795.0,753.0,25127.63
219696193#1,794.0,731.0,126687.27
219696193#2,794.0,751.0,78113.27
220028617,7.0,0.0,85.33
223296642,6.0,6.0,34.02
223418965#1,0.0,0.0,0.0
223418965#10,8.0,7.0,100.53
223418965#14,6.0,6.0,16.4
223418965#15,1.0,1.0,12.34
223418965#16,0.0,0.0,0.0
223418965#2,0.0,1.0,8.22
223418965#3,9.0,9.0,43.72
223418965#5,15.0,11.0,75.37
228795463#0,21.0,19.0,141.24
228795463#3,19.0,19.0,15.66
228795463#4,19.0,19.0,7486.63
228795465,4.0,0.0,28.1
228795467#0,3.0,3.0,21.0
228795467#1,6.0,2.0,105.58
228795468#0,0.0,0.0,0.0
228795468#1,2.0,1.0,14.74
228795468#2,1.0,1.0,3.22
228795468#3,0.0,0.0,0.0
228795471,1.0,1.0,2.77
228795472#0,0.0,0.0,0.0
228795472#1,4.0,6.0,41.75
228795472#2,0.0,0.0,0.0
228795474#0,2.0,1.0,15.96
228795474#1,2.0,0.0,11.28
228795475,5.0,2.0,79.31
228795477#0,3.0,0.0,28.36
228795477#2,0.0,0.0,0.0
228795477#3,0.0,0.0,0.0
228795477#5,3.0,3.0,3.92
228795477#6,3.0,3.0,12.04
228795477#7,2.0,2.0,16.88
228795477#8,1.0,1.0,6.73
228795478#0,0.0,0.0,0.0
228795478#1,4.0,0.0,19.37
228795478#2,0.0,0.0,0.0
228795480,1.0,0.0,6.89
228795481#1,5.0,5.0,27.54
228795483,0.0,0.0,0.0
228795484#0,1.0,0.0,5.39
228795484#1,0.0,6.0,42.31
228796091#0,1.0,1.0,2.69
228796091#1,0.0,0.0,0.0
228796091#2,0.0,1.0,14.07
228797633#0,3.0,3.0,11.43
228797635#0,7.0,7.0,62.57
228797635#2,2.0,5.0,37.26
228797638#0,2.0,26.0,259.46
228797640#0,10.0,9.0,127.59
228797640#2,11.0,9.0,57.69
228797640#3,4.0,0.0,15.75
228950039,3.0,3.0,13.85
228950040#0,11.0,11.0,2574.36
229028338#0,0.0,0.0,0.0
229028340#0,0.0,0.0,0.0
229028344#0,2.0,4.0,23.62
233651273,2.0,0.0,12.18
233651275,6.0,4.0,47.74
233651280#0,1.0,2.0,37.73
233651280#1,0.0,0.0,0.0
233651284#0,2.0,3.0,22.51
233651284#1,2.0,1.0,14.78
233651288#0,7.0,9.0,82.6
233651288#1,12.0,18.0,493.23
233651326#0,7.0,4.0,92.83
233651326#3,3.0,2.0,26.32
233651327#4,0.0,1.0,8.9
233651328#0,0.0,0.0,0.0
233652295#2,0.0,0.0,0.0
237470575#0,202.0,202.0,1071.87
237470575#1,199.0,11.0,1005.58
237470575#3,11.0,11.0,18.6
237470575#4,11.0,11.0,8.35
237470575#5,6.0,23.0,241.59
238535895#0,0.0,0.0,0.0
238535896#2,0.0,0.0,0.0
238536650#0,0.0,0.0,0.0
238536650#1,4.0,2.0,17.78
238536650#2,2.0,0.0,11.1
239357573#19,0.0,3.0,36.54
239357573#20,16.0,23.0,507.38
243542153#1,3.0,1.0,18.07
243542153#4,1.0,1.0,3.54
243542153#6,2.0,2.0,5.7
243542154#0,1.0,1.0,7.09
243542154#1,1.0,0.0,2.11
243542154#2,0.0,0.0,0.0
243542154#3,2.0,2.0,2.35
243542154#4,3.0,3.0,3.52
243542154#6,3.0,3.0,19.98
243542154#8,1.0,1.0,1.77
243542154#9,1.0,0.0,7.03
243542155#0,3.0,3.0,16.32
243542155#1,3.0,4.0,25.6
243542156#1,0.0,0.0,0.0
243542157,0.0,4.0,32.31
244214816#0,99.0,0.0,180.26
244215399,1.0,0.0,6.15
244215552#0,3.0,2.0,11.33
244215552#1,25.0,25.0,15385.12
244217578#0,3.0,3.0,20.83
244217578#1,1.0,15.0,181.34
244217578#2,26.0,27.0,702.29
244221644#0,22.0,21.0,194.03
244221644#1,21.0,24.0,1567.54
244221645,8.0,11.0,570.03
244221646#0,21.0,21.0,155.94
244221646#2,2.0,2.0,4.86
244221646#3,0.0,0.0,0.0
244384770#11,0.0,112.0,14352.12
244384770#12,112.0,227.0,471816.59
244399270,71.0,71.0,258.66
268782232#0,8.0,8.0,23.37
268782232#1,7.0,7.0,20.44
268782232#2,3.0,3.0,14.24
268782233#0,5.0,3.0,22.32
268782233#2,3.0,5.0,10.17
268782233#3,5.0,8.0,18.36
268782233#4,8.0,8.0,101.68
268782233#5,42.0,43.0,2030.63
268782234#0,3.0,2.0,16.82
268782234#1,1.0,0.0,6.6
268782329#0,2.0,2.0,10.62
268782329#1,2.0,0.0,8.82
268782331,1.0,0.0,3.57
268782333#0,1.0,0.0,5.39
268782333#1,1.0,0.0,5.51
268782334#0,3.0,5.0,21.29
268782334#1,4.0,4.0,19.46
268783056#0,7.0,7.0,3.46
270279684#0,0.0,0.0,0.0
270279684#1,11.0,16.0,4743.68
270279686#0,0.0,0.0,0.0
270279686#1,1.0,4.0,15.75
272228143#0,14.0,12.0,109.76
272228143#1,9.0,8.0,24.06
272228143#2,10.0,9.0,4306.36
272228144#0,3.0,1.0,12.16
272228144#1,1.0,1.0,5.21
272228144#2,3.0,3.0,13.72
272228144#3,2.0,0.0,3.59
272228338,2.0,1.0,8.57
272228339#0,2.0,4.0,21.68
272228339#1,4.0,4.0,13.12
272228339#2,4.0,4.0,3.5
272228339#3,4.0,4.0,7.78
272228340,0.0,11.0,75.13
272228440#0,0.0,2.0,18.07
272228442,1.0,0.0,2.31
272228567,0.0,0.0,0.0
272228670#0,0.0,0.0,0.0
272229587#0,31.0,30.0,184.21
272229587#2,30.0,30.0,63.36
272229587#3,30.0,30.0,50.9
272229587#5,28.0,27.0,74.7
272229587#7,24.0,24.0,59.96
272229587#8,33.0,33.0,294.43
272229587#9,22.0,22.0,79.96
272229588#0,6.0,4.0,34.3
272229588#1,3.0,3.0,11.55
272229589,0.0,0.0,0.0
272231354,1.0,4.0,23.12
272231355,12.0,11.0,60.18
272231356,0.0,0.0,0.0
272231357#2,13.0,8.0,72.77
272232099#0,0.0,1.0,8.28
272232099#2,0.0,1.0,23.92
272263605#0,1.0,2.0,26.64
272263605#2,3.0,3.0,17.23
273024752,6.0,5.0,69.95
273028084#0,3.0,3.0,34.34
273028084#10,2.0,2.0,22.4
273028084#6,3.0,3.0,21.71
273028084#9,3.0,3.0,18.63
273638833#0,0.0,0.0,0.0
273638833#6,0.0,0.0,0.0
273638834#0,21.0,21.0,8.48
273638834#2,21.0,21.0,227.2
273638834#5,21.0,20.0,56.14
273638834#7,16.0,15.0,91.75
273639040#0,0.0,0.0,0.0
273639055#0,0.0,5.0,26.75
273639055#2,2.0,1.0,3.79
273639055#3,1.0,1.0,7.3
273639055#6,1.0,1.0,3.74
273639056#0,48.0,48.0,27580.33
273639456,3.0,1.0,17.99
273639501#0,16.0,16.0,34.71
273639501#2,16.0,16.0,65.57
273639765#0,4.0,4.0,55.66
273639766,0.0,0.0,0.0
273640070#0,22.0,21.0,309.17
273640078#0,0.0,0.0,0.0
273640078#2,0.0,0.0,0.0
273647554#0,0.0,1.0,7.16
273647554#3,1.0,1.0,3.69
273647556#0,5.0,5.0,31.64
273647557,0.0,0.0,0.0
273647638#0,0.0,0.0,0.0
273647638#1,0.0,0.0,0.0
273648116#0,13.0,0.0,38.84
273896132#0,1.0,0.0,6.73
273896133#0,0.0,0.0,0.0
273896156#1,0.0,0.0,0.0
277257944#1,0.0,0.0,0.0
277257944#3,0.0,2.0,38.74
289213613#0,264.0,270.0,17674.33
289213613#3,270.0,272.0,14360.59
301285277#0,1.0,1.0,6.84
301285279#1,2.0,2.0,19.05
315658884#1,1.0,1.0,11.91
315658896#1,2.0,1.0,7.86
315658896#2,12.0,22.0,68.69
315658896#3,0.0,0.0,0.0
315658896#6,0.0,0.0,0.0
315658896#7,0.0,0.0,0.0
315658897#0,4.0,7.0,75.75
315658897#2,5.0,5.0,41.48
315658897#3,1.0,1.0,16.9
315658899#0,22.0,19.0,346.09
315658900#0,9.0,9.0,62.64
315658900#3,5.0,3.0,8.43
315658900#4,1.0,2.0,17.65
315658900#6,1.0,0.0,17.46
318747848#1,34.0,30.0,133.86
318747848#3,4.0,3.0,65.88
318747850#0,0.0,0.0,0.0
318747850#1,2.0,1.0,16.35
318747850#2,1.0,1.0,3.28
318747850#3,1.0,1.0,4.72
320463177#0,5.0,0.0,20.34
320463177#1,5.0,5.0,2.02
320463177#2,5.0,6.0,6.03
320463177#3,2.0,5.0,62.28
320463177#5,0.0,0.0,0.0
320463245#0,4.0,6.0,67.49
320463245#4,4.0,4.0,30.24
320463245#5,5.0,5.0,19.45
320463245#6,5.0,5.0,986.34
320463283,5.0,5.0,19.63
320473386,1.0,1.0,6.54
322977445,6.0,3.0,36.89
322977650,0.0,0.0,0.0
327035698#0,2.0,5.0,24.98
327035698#1,14.0,13.0,52.22
327035698#3,15.0,17.0,192.3
327035699#0,0.0,0.0,0.0
327035700#0,3.0,0.0,18.85
327035700#1,1.0,1.0,5.23
327035701,3.0,3.0,668.86
327035702#1,1.0,1.0,2.55
327035702#2,2.0,1.0,11.77
327040894#1,2.0,0.0,8.16
327040896,0.0,2.0,68.07
329612996,2.0,0.0,19.94
329995227#0,0.0,1.0,5.57
329995227#1,4.0,0.0,30.1
329995227#2,0.0,0.0,0.0
329995230#0,5.0,5.0,10.31
329995230#1,5.0,3.0,10.11
329995230#2,2.0,2.0,27.75
329995231#0,0.0,0.0,0.0
329995231#1,0.0,0.0,0.0
333554714#1,0.0,0.0,0.0
333554715#1,5.0,5.0,36.51
333554716,0.0,0.0,0.0
333554719,0.0,3.0,32.26
333555370,258.0,258.0,13471.98
333557072#3,165.0,161.0,14627.1
333557072#5,75.0,75.0,272.68
333972428#1,245.0,244.0,88958.14
333972428#2,252.0,244.0,220894.93
333972428#3,263.0,159.0,622143.02
344645186,4.0,13.0,185.67
344645187,2.0,6.0,76.39
344663909#1,0.0,190.0,1602.75
344663909#3,191.0,191.0,2246.15
345046979#0,138.0,137.0,13275.16
345046979#4,140.0,140.0,39496.88
347237859#0,780.0,766.0,132380.33
347237859#1,759.0,756.0,40561.62
347237859#2,758.0,747.0,45381.78
347237859#3,746.0,739.0,161036.41
347237859#4,751.0,746.0,295183.82
348626442,1.0,28.0,997.24
348626444#0,2.0,2.0,5.63
348626444#2,2.0,5.0,18.35
348626444#3,5.0,4.0,65.23
348648513#0,17.0,17.0,360.27
348648513#2,17.0,0.0,345.41
348648522,0.0,0.0,0.0
348657481#0,25.0,25.0,187.25
348657481#3,25.0,25.0,68.1
348657481#4,23.0,21.0,146.52
348657487#0,2.0,2.0,20.28
351672095#2,7.0,4.0,84.7
351672100#3,6.0,7.0,57.43
37399598#0,18.0,18.0,90.14
37399598#2,4.0,0.0,10.66
37399598#3,0.0,0.0,0.0
37399710,62.0,0.0,3557.79
37399713#0,0.0,0.0,0.0
37399713#1,71.0,71.0,324.61
37399713#2,71.0,71.0,557.96
37399924#0,16.0,16.0,60.44
37399924#10,4.0,3.0,17.25
37399924#2,16.0,16.0,78.42
37399924#3,12.0,12.0,32.61
37399924#5,12.0,12.0,21.92
37399924#6,8.0,8.0,52.81
37399924#8,4.0,4.0,21.95
37399924#9,3.0,3.0,8.18
37400087#0,223.0,221.0,1103.79
37400087#3,221.0,0.0,4407.89
37400684#0,0.0,0.0,0.0
37400684#1,0.0,5.0,54.59
37400957,1.0,0.0,12.06
37402180#1,9.0,9.0,11.39
37402180#3,9.0,9.0,107.58
37402371,0.0,3.0,8.67
37403486#1,34.0,34.0,148.42
37403487#0,65.0,57.0,93.97
37403503#0,31.0,31.0,39.66
37403503#2,31.0,28.0,219.73
37403503#3,28.0,28.0,112.75
37403503#4,4.0,4.0,5.98
37403503#5,4.0,3.0,11.48
37403503#6,0.0,0.0,0.0
375125205#0,1.0,3.0,23.83
375125205#2,2.0,2.0,8.72
375125205#3,0.0,0.0,0.0
375125205#4,0.0,0.0,0.0
375125205#5,1.0,0.0,8.06
375125207#0,2.0,0.0,10.43
375125207#2,3.0,3.0,20.89
375125209,10.0,20.0,514.58
378453707#0,0.0,0.0,0.0
37928420#0,276.0,276.0,1165.59
379943276,52.0,52.0,168.42
379943301,0.0,0.0,0.0
379943747,36.0,31.0,211.2
379943751,0.0,0.0,0.0
379943753#0,51.0,51.0,266.55
379943755#1,37.0,42.0,107.63
381226320,2.0,2.0,2.97
381226321,0.0,1.0,3.03
381226322#0,4.0,0.0,24.54
381226322#3,5.0,3.0,21.97
381226322#4,3.0,2.0,15.56
381226323,0.0,0.0,0.0
381226324,0.0,0.0,0.0
381226325,0.0,0.0,0.0
381230507#0,10.0,11.0,70.4
381230507#2,9.0,9.0,60.05
381447817#0,1.0,1.0,8.37
381447817#1,10.0,11.0,475.47
381447818,0.0,0.0,0.0
381447820,0.0,0.0,0.0
381447822,2.0,2.0,26.07
381447823#0,1.0,0.0,10.18
381447824,0.0,0.0,0.0
381447826,2.0,2.0,11.71
381447827,0.0,1.0,9.96
381447828,2.0,0.0,16.85
381447829#0,2.0,2.0,23.56
381447831#0,0.0,0.0,0.0
381447831#1,0.0,0.0,0.0
381447832,0.0,1.0,9.74
381447833#0,0.0,0.0,0.0
381447833#1,1.0,1.0,8.73
381447834#0,0.0,1.0,7.3
381447834#1,0.0,0.0,0.0
381447835#0,0.0,0.0,0.0
381447836#0,0.0,0.0,0.0
381447836#2,0.0,0.0,0.0
381447836#3,4.0,4.0,21.81
381452097#0,19.0,17.0,159.44
381452097#2,4.0,6.0,22.45
381452097#3,3.0,2.0,11.77
381452098#0,9.0,0.0,98.84
381452099,5.0,0.0,42.33
381452101#0,7.0,7.0,26.01
381452101#1,7.0,6.0,43.1
381452101#2,6.0,6.0,8.29
381452101#3,6.0,6.0,20.62
381452103#0,76.0,70.0,1052.98
381452103#1,42.0,36.0,590.86
381452104#0,17.0,16.0,125.29
381452104#1,10.0,10.0,16.94
381452104#2,8.0,20.0,562.14
381452106#1,0.0,0.0,0.0
381452106#3,1.0,1.0,0.69
381452106#4,1.0,2.0,8.37
381452106#6,2.0,2.0,18.03
381452108#0,16.0,14.0,60.53
381452108#1,5.0,2.0,42.99
381452108#2,2.0,3.0,22.62
381452108#4,2.0,4.0,4.54
381452108#5,4.0,4.0,19.42
381452110,0.0,0.0,0.0
381452111,0.0,1.0,6.39
381452112,0.0,0.0,0.0
381452116,2.0,2.0,22.29
381452117,0.0,0.0,0.0
381452120#1,19.0,9.0,57.41
381452120#2,8.0,3.0,60.8
381452120#3,4.0,6.0,42.5
381452120#5,8.0,8.0,30.17
381452120#6,4.0,6.0,367.95
381452122#0,13.0,12.0,56.62
381452125,3.0,0.0,17.54
381452128,0.0,0.0,0.0
381452129,0.0,4.0,16.2
381452130,5.0,5.0,39.19
381452132,5.0,6.0,231.56
381452133,0.0,0.0,0.0
381452134,4.0,3.0,43.5
381452136,0.0,0.0,0.0
381452137,6.0,0.0,16.19
381452138#0,0.0,0.0,0.0
381452138#1,4.0,0.0,12.37
381452140#0,0.0,0.0,0.0
381452140#1,1.0,1.0,8.32
381452141,1.0,2.0,15.43
381452143#0,3.0,5.0,9.83
381452143#1,5.0,5.0,25.6
381452147,1.0,0.0,3.46
381452149#0,0.0,0.0,0.0
381452149#1,0.0,0.0,0.0
381452151,3.0,3.0,34.06
381452152,6.0,4.0,52.82
381452153,11.0,10.0,73.39
381452155,1.0,0.0,5.96
381452156#0,0.0,0.0,0.0
381452156#2,1.0,1.0,12.73
381452158,0.0,0.0,0.0
381452159,9.0,0.0,43.04
381452160#0,3.0,2.0,13.22
381452160#1,2.0,2.0,6.48
381452160#2,2.0,0.0,2.46
381452162,0.0,0.0,0.0
381452163#0,13.0,8.0,27.56
381452163#1,8.0,8.0,9.64
381452163#2,8.0,9.0,25.23
381452163#3,4.0,4.0,9.99
381452163#4,1.0,1.0,1.36
381452163#5,1.0,0.0,1.4
381452166#0,0.0,0.0,0.0
381452166#1,0.0,0.0,0.0
381452166#2,2.0,3.0,347.59
381452167,1.0,1.0,5.22
381452169,2.0,1.0,14.54
381452170#0,20.0,23.0,2865.27
381452170#1,36.0,33.0,2418.7
381452172,0.0,0.0,0.0
381452174#0,6.0,5.0,47.51
381452174#1,0.0,4.0,46.34
381452175#0,13.0,13.0,19.34
381452175#1,13.0,13.0,25.81
381452175#2,15.0,15.0,32.78
381452175#3,15.0,13.0,46.89
381452176#0,34.0,34.0,1781.51
381452176#1,34.0,36.0,5158.37
381452178#0,6.0,6.0,21.91
381452178#1,6.0,3.0,16.2
381452179#0,2.0,2.0,7.89
381452179#1,5.0,5.0,13.46
381452179#3,6.0,6.0,43.1
381452180#0,0.0,7.0,11.96
381452180#1,10.0,7.0,32.34
381452180#4,0.0,0.0,0.0
381452182#0,13.0,7.0,523.0
381452182#1,0.0,0.0,0.0
381452186#0,3.0,1.0,8.28
381452186#1,0.0,0.0,0.0
381453320#0,6.0,6.0,20.09
381453320#1,0.0,5.0,60.75
381453320#2,8.0,8.0,16.98
381453320#3,8.0,8.0,76.01
381453321#1,0.0,0.0,0.0
381453321#2,1.0,1.0,2.81
381453321#4,0.0,0.0,0.0
381453321#5,1.0,3.0,40.26
381453322,0.0,0.0,0.0
381453323,1.0,1.0,5.21
381453324,1.0,1.0,30.94
381453325#1,0.0,1.0,278.76
381453326#0,8.0,7.0,41.26
381453326#1,7.0,8.0,24.0
381453326#3,6.0,6.0,1590.7
381453327,0.0,0.0,0.0
381453328#0,2.0,2.0,7.8
381453328#1,1.0,1.0,2.18
381453328#2,1.0,13.0,180.56
381453328#3,13.0,13.0,1814.41
381453329,0.0,1.0,12.96
381453331,0.0,0.0,0.0
381453798,0.0,0.0,0.0
381453800,18.0,24.0,5183.3
381456417#0,0.0,0.0,0.0
381456417#1,0.0,0.0,0.0
381456417#2,0.0,0.0,0.0
381456418#1,6.0,11.0,54.33
381456418#2,8.0,8.0,9.76
381456418#3,9.0,9.0,518.98
381456418#5,9.0,10.0,3941.19
381456419#0,5.0,5.0,12.52
381456419#1,5.0,5.0,365.45
381456420#0,6.0,6.0,16.91
