input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
Random Search,20260607,1,rs_r01_001_tl48_dt220_ge9_qr22_tau77,48,220,9,0.22,0.77,290.92,453.97,0.91,0.09,10:1,305.74,219.08016,510.0,290.91984,453.967911,145.048096,1,66
Random Search,20260607,1,rs_r01_002_tl30_dt8_ge26_qr51_tau79,30,8,26,0.51,0.79,315.92,445.16,0.91,0.09,10:1,327.67,219.08016,535.0,315.91984,445.159261,159.781651,1,16
Random Search,20260607,1,rs_r01_003_tl91_dt34_ge11_qr77_tau83,91,34,11,0.77,0.83,0.00,497.27,0.91,0.09,10:1,45.21,219.08016,,,497.271071,133.214493,1,33
Random Search,20260607,1,rs_r01_004_tl35_dt116_ge30_qr80_tau87,35,116,30,0.8,0.87,400.92,436.37,0.91,0.09,10:1,404.14,219.08016,620.0,400.91984,436.374068,157.771777,1,45
Random Search,20260607,1,rs_r01_005_tl12_dt198_ge7_qr84_tau73,12,198,7,0.84,0.73,412.92,426.08,0.91,0.09,10:1,414.12,219.08016,632.0,412.91984,426.082884,165.676329,1,88
Random Search,20260607,1,rs_r01_006_tl73_dt146_ge44_qr8_tau88,73,146,44,0.08,0.88,0.00,487.23,0.91,0.09,10:1,44.29,219.08016,,,487.227553,135.987047,1,26
Random Search,20260607,2,rs_r02_001_tl2_dt118_ge23_qr30_tau73,2,118,23,0.3,0.73,466.92,428.87,0.91,0.09,10:1,463.46,219.08016,686.0,466.91984,428.874055,163.345902,1,57
Random Search,20260607,2,rs_r02_002_tl74_dt148_ge45_qr38_tau73,74,148,45,0.38,0.73,0.00,486.66,0.91,0.09,10:1,44.24,219.08016,,,486.655992,136.724227,1,26
Random Search,20260607,2,rs_r02_003_tl38_dt33_ge24_qr83_tau90,38,33,24,0.83,0.9,0.00,494.49,0.91,0.09,10:1,44.95,219.08016,,,494.489082,132.146067,1,25
Random Search,20260607,2,rs_r02_004_tl69_dt6_ge17_qr95_tau85,69,6,17,0.95,0.85,315.92,443.96,0.91,0.09,10:1,327.56,219.08016,535.0,315.91984,443.962878,148.44052,0,15
Random Search,20260607,2,rs_r02_005_tl80_dt178_ge2_qr49_tau75,80,178,2,0.49,0.75,441.92,426.72,0.91,0.09,10:1,440.54,219.08016,661.0,441.91984,426.721772,156.754934,1,117
Random Search,20260607,2,rs_r02_006_tl82_dt158_ge16_qr6_tau78,82,158,16,0.06,0.78,395.92,437.68,0.91,0.09,10:1,399.72,219.08016,615.0,395.91984,437.681495,158.194004,1,65
Random Search,20260607,3,rs_r03_001_tl41_dt37_ge24_qr52_tau88,41,37,24,0.52,0.88,0.00,495.45,0.91,0.09,10:1,45.04,219.08016,,,495.445493,132.926346,1,26
Random Search,20260607,3,rs_r03_002_tl6_dt59_ge9_qr74_tau71,6,59,9,0.74,0.71,0.00,494.81,0.91,0.09,10:1,44.98,219.08016,,,494.806759,134.80791,1,47
Random Search,20260607,3,rs_r03_003_tl44_dt129_ge49_qr48_tau77,44,129,49,0.48,0.77,542.92,297.02,0.91,0.09,10:1,520.57,219.08016,762.0,542.91984,297.017623,174.913696,1,40
Random Search,20260607,3,rs_r03_004_tl83_dt83_ge12_qr55_tau89,83,83,12,0.55,0.89,323.92,451.12,0.91,0.09,10:1,335.48,219.08016,543.0,323.91984,451.116085,153.596929,1,64
Random Search,20260607,3,rs_r03_005_tl24_dt204_ge7_qr96_tau84,24,204,7,0.96,0.84,282.92,451.05,0.91,0.09,10:1,298.20,219.08016,502.0,282.91984,451.045871,151.705202,0,72
Random Search,20260607,3,rs_r03_006_tl100_dt73_ge16_qr56_tau88,100,73,16,0.56,0.88,0.00,488.64,0.91,0.09,10:1,44.42,219.08016,,,488.642658,132.136,1,42
Random Search,20260607,4,rs_r04_001_tl79_dt73_ge27_qr72_tau76,79,73,27,0.72,0.76,0.00,467.62,0.91,0.09,10:1,42.51,219.08016,,,467.619383,150.869848,1,40
Random Search,20260607,4,rs_r04_002_tl49_dt80_ge2_qr65_tau75,49,80,2,0.65,0.75,272.92,459.57,0.91,0.09,10:1,289.89,219.08016,492.0,272.91984,459.570959,154.484725,1,86
Random Search,20260607,4,rs_r04_003_tl102_dt25_ge35_qr32_tau88,102,25,35,0.32,0.88,0.00,501.86,0.91,0.09,10:1,45.62,219.08016,,,501.862311,123.107034,1,15
Random Search,20260607,4,rs_r04_004_tl60_dt138_ge9_qr43_tau72,60,138,9,0.43,0.72,336.92,440.72,0.91,0.09,10:1,346.36,219.08016,556.0,336.91984,440.718394,157.309481,1,75
Random Search,20260607,4,rs_r04_005_tl109_dt176_ge0_qr10_tau89,109,176,0,0.1,0.89,348.92,435.24,0.91,0.09,10:1,356.77,219.08016,568.0,348.91984,435.24451,147.11014,1,116
Random Search,20260607,4,rs_r04_006_tl106_dt160_ge15_qr11_tau84,106,160,15,0.11,0.84,293.92,435.42,0.91,0.09,10:1,306.78,219.08016,513.0,293.91984,435.42275,156.314335,1,52
Random Search,20260607,5,rs_r05_001_tl39_dt184_ge5_qr22_tau85,39,184,5,0.22,0.85,377.92,431.42,0.91,0.09,10:1,382.78,219.08016,597.0,377.91984,431.42477,165.965174,1,95
Random Search,20260607,5,rs_r05_002_tl87_dt127_ge33_qr6_tau90,87,127,33,0.06,0.9,539.92,305.26,0.91,0.09,10:1,518.59,219.08016,759.0,539.91984,305.264199,182.682075,1,49
Random Search,20260607,5,rs_r05_003_tl66_dt53_ge25_qr53_tau77,66,53,25,0.53,0.77,0.00,495.92,0.91,0.09,10:1,45.08,219.08016,,,495.916812,134.135057,1,30
Random Search,20260607,5,rs_r05_004_tl40_dt23_ge49_qr52_tau88,40,23,49,0.52,0.88,0.00,500.78,0.91,0.09,10:1,45.53,219.08016,,,500.775775,130.329341,1,14
Random Search,20260607,5,rs_r05_005_tl78_dt45_ge22_qr67_tau81,78,45,22,0.67,0.81,0.00,493.01,0.91,0.09,10:1,44.82,219.08016,,,493.013209,131.882682,1,31
Random Search,20260607,5,rs_r05_006_tl96_dt171_ge0_qr4_tau85,96,171,0,0.04,0.85,318.92,452.44,0.91,0.09,10:1,331.06,219.08016,538.0,318.91984,452.444683,155.753846,1,111
Random Search,20260607,6,rs_r06_001_tl96_dt116_ge41_qr5_tau80,96,116,41,0.05,0.8,0.00,489.23,0.91,0.09,10:1,44.48,219.08016,,,489.234666,137.6781,1,27
Random Search,20260607,6,rs_r06_002_tl82_dt34_ge42_qr63_tau77,82,34,42,0.63,0.77,0.00,499.91,0.91,0.09,10:1,45.45,219.08016,,,499.91381,135.244838,1,16
Random Search,20260607,6,rs_r06_003_tl17_dt11_ge46_qr1_tau87,17,11,46,0.01,0.87,0.00,494.04,0.91,0.09,10:1,44.91,219.08016,,,494.036261,135.903581,1,9
Random Search,20260607,6,rs_r06_004_tl56_dt82_ge28_qr8_tau76,56,82,28,0.08,0.76,500.92,309.91,0.91,0.09,10:1,483.56,219.08016,720.0,500.91984,309.914441,180.605212,1,55
Random Search,20260607,6,rs_r06_005_tl2_dt59_ge20_qr70_tau89,2,59,20,0.7,0.89,0.00,500.52,0.91,0.09,10:1,45.50,219.08016,,,500.517157,120.392097,1,31
Random Search,20260607,6,rs_r06_006_tl14_dt2_ge15_qr10_tau83,14,2,15,0.1,0.83,363.92,441.51,0.91,0.09,10:1,370.97,219.08016,583.0,363.91984,441.506169,148.620183,1,15
Random Search,20260607,7,rs_r07_001_tl17_dt197_ge6_qr50_tau76,17,197,6,0.5,0.76,0.00,487.81,0.91,0.09,10:1,44.35,219.08016,,,487.812875,136.127937,1,64
Random Search,20260607,7,rs_r07_002_tl72_dt170_ge29_qr81_tau73,72,170,29,0.81,0.73,486.92,313.22,0.91,0.09,10:1,471.13,219.08016,706.0,486.91984,313.220506,178.511241,1,51
Random Search,20260607,7,rs_r07_003_tl53_dt176_ge2_qr69_tau85,53,176,2,0.69,0.85,325.92,433.11,0.91,0.09,10:1,335.66,219.08016,545.0,325.91984,433.112231,158.321489,1,97
Random Search,20260607,7,rs_r07_004_tl54_dt30_ge31_qr64_tau75,54,30,31,0.64,0.75,0.00,499.81,0.91,0.09,10:1,45.44,219.08016,,,499.810142,132.576923,1,20
Random Search,20260607,7,rs_r07_005_tl18_dt186_ge15_qr19_tau90,18,186,15,0.19,0.9,471.92,299.55,0.91,0.09,10:1,456.25,219.08016,691.0,471.91984,299.549956,170.023121,1,74
Random Search,20260607,7,rs_r07_006_tl26_dt51_ge28_qr94_tau90,26,51,28,0.94,0.9,0.00,472.05,0.91,0.09,10:1,42.91,219.08016,,,472.052339,135.733179,0,33
Random Search,20260607,8,rs_r08_001_tl62_dt173_ge48_qr37_tau83,62,173,48,0.37,0.83,338.92,442.93,0.91,0.09,10:1,348.37,219.08016,558.0,338.91984,442.926122,150.559633,1,33
Random Search,20260607,8,rs_r08_002_tl74_dt50_ge33_qr41_tau84,74,50,33,0.41,0.84,0.00,487.84,0.91,0.09,10:1,44.35,219.08016,,,487.840837,140.383632,1,28
Random Search,20260607,8,rs_r08_003_tl40_dt196_ge41_qr62_tau90,40,196,41,0.62,0.9,411.92,334.60,0.91,0.09,10:1,404.89,219.08016,631.0,411.91984,334.601715,160.41048,1,40
Random Search,20260607,8,rs_r08_004_tl17_dt175_ge1_qr59_tau73,17,175,1,0.59,0.73,440.92,424.45,0.91,0.09,10:1,439.42,219.08016,660.0,440.91984,424.448549,163.705314,1,125
Random Search,20260607,8,rs_r08_005_tl112_dt120_ge23_qr75_tau84,112,120,23,0.75,0.84,505.92,312.16,0.91,0.09,10:1,488.31,219.08016,725.0,505.91984,312.159596,177.440976,1,61
Random Search,20260607,8,rs_r08_006_tl44_dt60_ge29_qr71_tau80,44,60,29,0.71,0.8,0.00,501.08,0.91,0.09,10:1,45.55,219.08016,,,501.083543,130.684685,1,27
Random Search,20260607,9,rs_r09_001_tl20_dt170_ge27_qr89_tau89,20,170,27,0.89,0.89,495.92,306.59,0.91,0.09,10:1,478.71,219.08016,715.0,495.91984,306.5886,179.470813,1,54
Random Search,20260607,9,rs_r09_002_tl101_dt218_ge21_qr81_tau83,101,218,21,0.81,0.83,672.92,286.11,0.91,0.09,10:1,637.76,219.08016,892.0,672.91984,286.113358,185.643617,1,76
Random Search,20260607,9,rs_r09_003_tl44_dt220_ge32_qr47_tau80,44,220,32,0.47,0.8,544.92,304.58,0.91,0.09,10:1,523.07,219.08016,764.0,544.91984,304.581503,177.390684,1,51
Random Search,20260607,9,rs_r09_004_tl110_dt11_ge15_qr62_tau71,110,11,15,0.62,0.71,380.92,436.17,0.91,0.09,10:1,385.94,219.08016,600.0,380.91984,436.167497,161.266323,1,23
Random Search,20260607,9,rs_r09_005_tl81_dt98_ge32_qr8_tau78,81,98,32,0.08,0.78,588.92,297.02,0.91,0.09,10:1,562.38,219.08016,808.0,588.91984,297.022074,174.518622,1,56
Random Search,20260607,9,rs_r09_006_tl78_dt31_ge27_qr96_tau71,78,31,27,0.96,0.71,0.00,494.94,0.91,0.09,10:1,44.99,219.08016,,,494.93615,128.318052,0,22
Random Search,20260607,10,rs_r10_001_tl27_dt56_ge2_qr52_tau87,27,56,2,0.52,0.87,0.00,487.39,0.91,0.09,10:1,44.31,219.08016,,,487.394724,136.689474,1,72
Random Search,20260607,10,rs_r10_002_tl32_dt39_ge7_qr70_tau74,32,39,7,0.7,0.74,0.00,500.78,0.91,0.09,10:1,45.53,219.08016,,,500.781976,121.644377,1,39
Random Search,20260607,10,rs_r10_003_tl38_dt207_ge10_qr72_tau70,38,207,10,0.72,0.7,334.92,449.20,0.91,0.09,10:1,345.31,219.08016,554.0,334.91984,449.198471,159.621469,1,72
Random Search,20260607,10,rs_r10_004_tl50_dt113_ge21_qr41_tau71,50,113,21,0.41,0.71,660.92,292.25,0.91,0.09,10:1,627.40,219.08016,880.0,660.91984,292.24663,181.848238,1,78
Random Search,20260607,10,rs_r10_005_tl95_dt93_ge32_qr51_tau74,95,93,32,0.51,0.74,588.92,297.02,0.91,0.09,10:1,562.38,219.08016,808.0,588.91984,297.022074,174.518622,1,56
Random Search,20260607,10,rs_r10_006_tl105_dt59_ge46_qr65_tau72,105,59,46,0.65,0.72,670.92,294.64,0.91,0.09,10:1,636.71,219.08016,890.0,670.91984,294.640655,188.683124,1,50
Random Search,20260607,11,rs_r11_001_tl35_dt153_ge5_qr49_tau89,35,153,5,0.49,0.89,406.92,435.47,0.91,0.09,10:1,409.52,219.08016,626.0,406.91984,435.473538,164.039384,1,97
Random Search,20260607,11,rs_r11_002_tl110_dt123_ge0_qr79_tau70,110,123,0,0.79,0.7,327.92,449.01,0.91,0.09,10:1,338.93,219.08016,547.0,327.91984,449.007171,156.57656,1,113
Random Search,20260607,11,rs_r11_003_tl85_dt174_ge28_qr92_tau72,85,174,28,0.92,0.72,441.92,429.03,0.91,0.09,10:1,440.75,219.08016,661.0,441.91984,429.028246,154.128763,0,52
Random Search,20260607,11,rs_r11_004_tl75_dt191_ge47_qr65_tau73,75,191,47,0.65,0.73,276.92,458.96,0.91,0.09,10:1,293.47,219.08016,496.0,276.91984,458.963298,151.827515,1,28
Random Search,20260607,11,rs_r11_005_tl2_dt162_ge10_qr47_tau87,2,162,10,0.47,0.87,437.92,429.04,0.91,0.09,10:1,437.11,219.08016,657.0,437.91984,429.036606,155.529215,1,82
Random Search,20260607,11,rs_r11_006_tl32_dt105_ge7_qr52_tau74,32,105,7,0.52,0.74,273.92,451.73,0.91,0.09,10:1,290.08,219.08016,493.0,273.91984,451.730034,151.587209,1,67
Random Search,20260607,12,rs_r12_001_tl42_dt91_ge3_qr49_tau76,42,91,3,0.49,0.76,301.92,451.45,0.91,0.09,10:1,315.51,219.08016,521.0,301.91984,451.452524,155.932563,1,84
Random Search,20260607,12,rs_r12_002_tl100_dt162_ge46_qr96_tau79,100,162,46,0.96,0.79,0.00,470.28,0.91,0.09,10:1,42.75,219.08016,,,470.282908,137.873303,0,28
Random Search,20260607,12,rs_r12_003_tl17_dt102_ge29_qr2_tau80,17,102,29,0.02,0.8,445.92,428.40,0.91,0.09,10:1,444.33,219.08016,665.0,445.91984,428.402505,161.00165,1,51
Random Search,20260607,12,rs_r12_004_tl32_dt26_ge25_qr79_tau80,32,26,25,0.79,0.8,0.00,499.75,0.91,0.09,10:1,45.43,219.08016,,,499.753065,134.734513,1,21
Random Search,20260607,12,rs_r12_005_tl2_dt3_ge37_qr91_tau89,2,3,37,0.91,0.89,412.92,345.74,0.91,0.09,10:1,406.81,219.08016,632.0,412.91984,345.744601,167.423464,0,16
Random Search,20260607,12,rs_r12_006_tl81_dt21_ge15_qr81_tau83,81,21,15,0.81,0.83,0.00,500.26,0.91,0.09,10:1,45.48,219.08016,,,500.258331,135.502959,1,25
Random Search,20260607,13,rs_r13_001_tl90_dt135_ge4_qr70_tau79,90,135,4,0.7,0.79,336.92,442.06,0.91,0.09,10:1,346.48,219.08016,556.0,336.91984,442.05582,163.398564,1,93
Random Search,20260607,13,rs_r13_002_tl37_dt164_ge40_qr48_tau90,37,164,40,0.48,0.9,328.92,438.94,0.91,0.09,10:1,338.92,219.08016,548.0,328.91984,438.937426,149.048649,1,33
Random Search,20260607,13,rs_r13_003_tl94_dt122_ge31_qr97_tau80,94,122,31,0.97,0.8,456.92,326.18,0.91,0.09,10:1,445.03,219.08016,676.0,456.91984,326.176221,178.853783,0,50
Random Search,20260607,13,rs_r13_004_tl33_dt187_ge35_qr36_tau73,33,187,35,0.36,0.73,517.92,306.00,0.91,0.09,10:1,498.65,219.08016,737.0,517.91984,305.997654,180.004757,1,51
Random Search,20260607,13,rs_r13_005_tl17_dt122_ge31_qr100_tau84,17,122,31,1.0,0.84,475.92,313.39,0.91,0.09,10:1,461.14,219.08016,695.0,475.91984,313.387215,171.286853,0,52
Random Search,20260607,13,rs_r13_006_tl78_dt51_ge41_qr69_tau83,78,51,41,0.69,0.83,0.00,498.26,0.91,0.09,10:1,45.30,219.08016,,,498.263575,132.754386,1,20
Random Search,20260607,14,rs_r14_001_tl32_dt9_ge43_qr38_tau84,32,9,43,0.38,0.84,313.92,443.15,0.91,0.09,10:1,325.67,219.08016,533.0,313.91984,443.146114,158.300546,1,17
Random Search,20260607,14,rs_r14_002_tl109_dt155_ge2_qr93_tau72,109,155,2,0.93,0.72,321.92,446.97,0.91,0.09,10:1,333.29,219.08016,541.0,321.91984,446.971766,147.557034,0,94
Random Search,20260607,14,rs_r14_003_tl10_dt215_ge18_qr12_tau75,10,215,18,0.12,0.75,412.92,433.68,0.91,0.09,10:1,414.81,219.08016,632.0,412.91984,433.679539,157.545299,1,61
Random Search,20260607,14,rs_r14_004_tl62_dt206_ge23_qr72_tau72,62,206,23,0.72,0.72,547.92,304.97,0.91,0.09,10:1,525.83,219.08016,767.0,547.91984,304.973327,181.028382,1,66
Random Search,20260607,14,rs_r14_005_tl27_dt202_ge9_qr96_tau77,27,202,9,0.96,0.77,426.92,432.37,0.91,0.09,10:1,427.42,219.08016,646.0,426.91984,432.368427,163.536913,0,82
Random Search,20260607,14,rs_r14_006_tl2_dt54_ge9_qr9_tau86,2,54,9,0.09,0.86,0.00,493.38,0.91,0.09,10:1,44.85,219.08016,,,493.381017,133.504202,1,45
Random Search,20260607,15,rs_r15_001_tl96_dt176_ge11_qr20_tau72,96,176,11,0.2,0.72,371.92,442.12,0.91,0.09,10:1,378.30,219.08016,591.0,371.91984,442.124291,162.940754,1,73
Random Search,20260607,15,rs_r15_002_tl105_dt44_ge34_qr97_tau72,105,44,34,0.97,0.72,0.00,488.89,0.91,0.09,10:1,44.44,219.08016,,,488.891691,135.341333,0,26
Random Search,20260607,15,rs_r15_003_tl110_dt106_ge45_qr45_tau75,110,106,45,0.45,0.75,589.92,298.83,0.91,0.09,10:1,563.46,219.08016,809.0,589.91984,298.828903,180.843029,1,46
Random Search,20260607,15,rs_r15_004_tl60_dt214_ge18_qr48_tau87,60,214,18,0.48,0.87,0.00,491.76,0.91,0.09,10:1,44.71,219.08016,,,491.764891,138.516043,1,43
Random Search,20260607,15,rs_r15_005_tl53_dt219_ge13_qr38_tau86,53,219,13,0.38,0.86,434.92,430.33,0.91,0.09,10:1,434.50,219.08016,654.0,434.91984,430.334338,153.619529,1,70
Random Search,20260607,15,rs_r15_006_tl39_dt152_ge48_qr91_tau85,39,152,48,0.91,0.85,0.00,496.32,0.91,0.09,10:1,45.12,219.08016,,,496.324411,126.620991,0,22
Random Search,20260607,16,rs_r16_001_tl104_dt200_ge33_qr49_tau72,104,200,33,0.49,0.72,486.92,428.06,0.91,0.09,10:1,481.57,219.08016,706.0,486.91984,428.058505,172.940514,1,46
Random Search,20260607,16,rs_r16_002_tl35_dt190_ge2_qr74_tau87,35,190,2,0.74,0.87,241.92,460.66,0.91,0.09,10:1,261.81,219.08016,461.0,241.91984,460.65996,153.386364,1,80
Random Search,20260607,16,rs_r16_003_tl37_dt105_ge47_qr11_tau70,37,105,47,0.11,0.7,0.00,496.03,0.91,0.09,10:1,45.09,219.08016,,,496.030859,131.282421,1,23
Random Search,20260607,16,rs_r16_004_tl46_dt57_ge41_qr64_tau73,46,57,41,0.64,0.73,0.00,499.96,0.91,0.09,10:1,45.45,219.08016,,,499.964271,130.473214,1,22
Random Search,20260607,16,rs_r16_005_tl52_dt157_ge4_qr3_tau81,52,157,4,0.03,0.81,352.92,435.82,0.91,0.09,10:1,360.46,219.08016,572.0,352.91984,435.818872,159.809278,1,93
Random Search,20260607,16,rs_r16_006_tl57_dt50_ge1_qr9_tau83,57,50,1,0.09,0.83,0.00,501.96,0.91,0.09,10:1,45.63,219.08016,,,501.957261,134.531532,1,63
Random Search,20260607,17,rs_r17_001_tl65_dt219_ge3_qr90_tau76,65,219,3,0.9,0.76,382.92,433.14,0.91,0.09,10:1,387.49,219.08016,602.0,382.91984,433.139757,162.564846,1,100
Random Search,20260607,17,rs_r17_002_tl17_dt48_ge49_qr42_tau82,17,48,49,0.42,0.82,0.00,503.89,0.91,0.09,10:1,45.81,219.08016,,,503.887303,120.648903,1,19
Random Search,20260607,17,rs_r17_003_tl96_dt120_ge44_qr1_tau70,96,120,44,0.01,0.7,0.00,487.23,0.91,0.09,10:1,44.29,219.08016,,,487.227553,135.987047,1,26
Random Search,20260607,17,rs_r17_004_tl36_dt40_ge9_qr69_tau89,36,40,9,0.69,0.89,0.00,500.49,0.91,0.09,10:1,45.50,219.08016,,,500.492057,122.090909,1,37
Random Search,20260607,17,rs_r17_005_tl31_dt79_ge6_qr54_tau70,31,79,6,0.54,0.7,447.92,315.24,0.91,0.09,10:1,435.86,219.08016,667.0,447.91984,315.235901,171.79899,1,98
Random Search,20260607,17,rs_r17_006_tl102_dt61_ge43_qr79_tau86,102,61,43,0.79,0.86,0.00,501.52,0.91,0.09,10:1,45.59,219.08016,,,501.519319,124.246951,1,21
Random Search,20260607,18,rs_r18_001_tl69_dt186_ge22_qr9_tau86,69,186,22,0.09,0.86,0.00,485.10,0.91,0.09,10:1,44.10,219.08016,,,485.102534,142.974811,1,38
Random Search,20260607,18,rs_r18_002_tl85_dt106_ge9_qr33_tau88,85,106,9,0.33,0.88,332.92,445.63,0.91,0.09,10:1,343.17,219.08016,552.0,332.91984,445.628265,155.852126,1,73
Random Search,20260607,18,rs_r18_003_tl61_dt172_ge23_qr49_tau81,61,172,23,0.49,0.81,541.92,306.93,0.91,0.09,10:1,520.56,219.08016,761.0,541.91984,306.933806,178.56829,1,66
Random Search,20260607,18,rs_r18_004_tl66_dt7_ge29_qr82_tau80,66,7,29,0.82,0.8,316.92,444.52,0.91,0.09,10:1,328.52,219.08016,536.0,316.91984,444.52123,159.230769,1,16
Random Search,20260607,18,rs_r18_005_tl56_dt99_ge47_qr11_tau70,56,99,47,0.11,0.7,506.92,301.51,0.91,0.09,10:1,488.25,219.08016,726.0,506.91984,301.50904,178.318526,1,41
Random Search,20260607,18,rs_r18_006_tl1_dt130_ge26_qr57_tau86,1,130,26,0.57,0.86,0.00,495.51,0.91,0.09,10:1,45.05,219.08016,,,495.50571,134.354108,1,32
Random Search,20260607,19,rs_r19_001_tl42_dt107_ge42_qr87_tau75,42,107,42,0.87,0.75,428.92,433.30,0.91,0.09,10:1,429.32,219.08016,648.0,428.91984,433.295148,154.522109,1,43
Random Search,20260607,19,rs_r19_002_tl86_dt198_ge13_qr68_tau89,86,198,13,0.68,0.89,264.92,462.21,0.91,0.09,10:1,282.86,219.08016,484.0,264.91984,462.208622,154.131799,1,55
Random Search,20260607,19,rs_r19_003_tl30_dt123_ge23_qr79_tau74,30,123,23,0.79,0.74,643.92,294.05,0.91,0.09,10:1,612.11,219.08016,863.0,643.91984,294.04556,178.720293,1,71
Random Search,20260607,19,rs_r19_004_tl50_dt125_ge9_qr43_tau76,50,125,9,0.43,0.76,290.92,453.97,0.91,0.09,10:1,305.74,219.08016,510.0,290.91984,453.967911,145.048096,1,66
Random Search,20260607,19,rs_r19_005_tl76_dt52_ge45_qr2_tau72,76,52,45,0.02,0.72,417.92,431.24,0.91,0.09,10:1,419.13,219.08016,637.0,417.91984,431.236885,151.005076,1,35
Random Search,20260607,19,rs_r19_006_tl89_dt143_ge3_qr77_tau88,89,143,3,0.77,0.88,421.92,434.52,0.91,0.09,10:1,423.07,219.08016,641.0,421.91984,434.517973,159.926871,1,109
Random Search,20260607,20,rs_r20_001_tl81_dt71_ge2_qr61_tau86,81,71,2,0.61,0.86,367.92,432.16,0.91,0.09,10:1,373.76,219.08016,587.0,367.91984,432.158444,157.638655,1,101
Random Search,20260607,20,rs_r20_002_tl36_dt116_ge3_qr17_tau89,36,116,3,0.17,0.89,368.92,435.81,0.91,0.09,10:1,375.00,219.08016,588.0,368.91984,435.813111,162.37094,1,100
Random Search,20260607,20,rs_r20_003_tl52_dt31_ge48_qr21_tau70,52,31,48,0.21,0.7,0.00,498.98,0.91,0.09,10:1,45.36,219.08016,,,498.978927,134.428152,1,14
Random Search,20260607,20,rs_r20_004_tl28_dt146_ge26_qr31_tau78,28,146,26,0.31,0.78,0.00,489.75,0.91,0.09,10:1,44.52,219.08016,,,489.75452,134.779841,1,35
Random Search,20260607,20,rs_r20_005_tl85_dt99_ge25_qr36_tau76,85,99,25,0.36,0.76,629.92,298.19,0.91,0.09,10:1,599.76,219.08016,849.0,629.91984,298.190146,187.377495,1,70
Random Search,20260607,20,rs_r20_006_tl93_dt33_ge22_qr10_tau88,93,33,22,0.1,0.88,0.00,499.01,0.91,0.09,10:1,45.36,219.08016,,,499.007587,134.422287,1,24
Random Search,20260607,21,rs_r21_001_tl85_dt87_ge29_qr70_tau70,85,87,29,0.7,0.7,499.92,312.89,0.91,0.09,10:1,482.92,219.08016,719.0,499.91984,312.892626,178.835122,1,53
Random Search,20260607,21,rs_r21_002_tl93_dt124_ge24_qr23_tau84,93,124,24,0.23,0.84,0.00,482.31,0.91,0.09,10:1,43.85,219.08016,,,482.314049,137.222772,1,38
Random Search,20260607,21,rs_r21_003_tl70_dt79_ge27_qr99_tau80,70,79,27,0.99,0.8,442.92,429.68,0.91,0.09,10:1,441.72,219.08016,662.0,442.91984,429.678327,158.913333,0,51
Random Search,20260607,21,rs_r21_004_tl108_dt199_ge49_qr85_tau86,108,199,49,0.85,0.86,658.92,294.87,0.91,0.09,10:1,625.82,219.08016,878.0,658.91984,294.867,187.368231,1,46
Random Search,20260607,21,rs_r21_005_tl101_dt44_ge36_qr52_tau75,101,44,36,0.52,0.75,0.00,501.22,0.91,0.09,10:1,45.57,219.08016,,,501.216862,129.966867,1,22
Random Search,20260607,21,rs_r21_006_tl43_dt21_ge18_qr18_tau86,43,21,18,0.18,0.86,0.00,497.60,0.91,0.09,10:1,45.24,219.08016,,,497.603876,134.828986,1,23
Random Search,20260607,22,rs_r22_001_tl35_dt119_ge44_qr88_tau73,35,119,44,0.88,0.73,546.92,300.52,0.91,0.09,10:1,524.52,219.08016,766.0,546.91984,300.515558,176.612842,1,46
Random Search,20260607,22,rs_r22_002_tl86_dt134_ge16_qr25_tau82,86,134,16,0.25,0.82,395.92,437.68,0.91,0.09,10:1,399.72,219.08016,615.0,395.91984,437.681495,158.194004,1,65
Random Search,20260607,22,rs_r22_003_tl59_dt206_ge5_qr72_tau86,59,206,5,0.72,0.86,405.92,427.30,0.91,0.09,10:1,407.86,219.08016,625.0,405.91984,427.296602,173.940895,1,94
Random Search,20260607,22,rs_r22_004_tl95_dt9_ge28_qr93_tau73,95,9,28,0.93,0.73,315.92,442.61,0.91,0.09,10:1,327.44,219.08016,535.0,315.91984,442.609388,157.034608,0,16
Random Search,20260607,22,rs_r22_005_tl11_dt64_ge47_qr11_tau89,11,64,47,0.11,0.89,533.92,307.10,0.91,0.09,10:1,513.30,219.08016,753.0,533.91984,307.097695,177.427203,1,42
Random Search,20260607,22,rs_r22_006_tl75_dt44_ge37_qr15_tau86,75,44,37,0.15,0.86,0.00,495.61,0.91,0.09,10:1,45.06,219.08016,,,495.60646,132.409742,1,23
Random Search,20260607,23,rs_r23_001_tl10_dt220_ge17_qr7_tau70,10,220,17,0.07,0.7,502.92,302.56,0.91,0.09,10:1,484.71,219.08016,722.0,502.91984,302.558666,177.614653,1,72
Random Search,20260607,23,rs_r23_002_tl20_dt139_ge3_qr10_tau85,20,139,3,0.1,0.85,437.92,430.29,0.91,0.09,10:1,437.23,219.08016,657.0,437.91984,430.290777,161.657807,1,112
